gen,cap_mw,fuel,match,cp2,cp1,cp0
325,2.961,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
326,2.961,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
327,57.216,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
328,40.452,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
329,367.935,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
330,100.0,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
331,27.898,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
332,163.353,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
333,23.53,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
334,23.53,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
335,93.489,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
336,7.956,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
337,7.956,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
338,17.941,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
339,17.941,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
340,33.122,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
341,50.394,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
342,207.726,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
343,202.384,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
344,14.219,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
345,69.47,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
346,1.65,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
347,10.11,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
348,32.688,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
349,18.883,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
350,5.779,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
351,20.4,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
352,0.569,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
353,11.352,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
354,18.478,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
355,14.007,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
356,9.646,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
357,61.919,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
358,41.361,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
359,41.361,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
360,36.601,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
361,36.601,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
362,60.69,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
363,60.69,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
364,18.982,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
365,18.982,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
366,113.2,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
367,61.993,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
368,1.154,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
369,48.051,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
370,47.834,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
371,16.088,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
372,87.243,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
373,25.994,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
374,79.352,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
375,145.519,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
376,651.194,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
377,314.746,gas,capacity,0.6377100000000001,1449.7079999999999,263971.38
378,1251.946,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
379,63.219,gas,fallback-gas,0.6377100000000001,1449.7079999999999,263971.38
