bus_i,name,base_kv,ide,area,zone,vm,va
53820,昱昶光,161.0,1,3,103,1.01816,-4.8748
53821,昱昶光G,22.8,2,3,103,1.00351,-3.1018
53840,平誠光H,161.0,1,3,41,1.00839,1.9527
53841,平誠光G1,22.8,2,3,41,1.00428,2.4547
53842,平誠光G2,22.8,2,3,41,1.0082,1.9765
53843,平誠光G3,22.8,2,3,41,1.00839,1.9527
53844,平誠光G4,22.8,2,3,41,1.00839,1.9527
53860,嘉原光H,161.0,1,3,41,1.00874,2.0423
53861,嘉原光G,22.8,2,3,103,1.00781,2.1591
53900,宸峰光H,161.0,1,3,103,1.00631,1.941
53901,宸峰光G1,22.8,2,3,103,1.00628,1.945
53902,宸峰光G2,22.8,2,3,103,1.00631,1.941
53920,匯盟光H,161.0,1,3,103,1.0089,2.0309
53921,匯盟光G1,22.8,2,3,103,1.00879,2.0444
53922,匯盟光G2,22.8,2,3,103,1.0089,2.0309
53923,匯盟光G3,22.8,2,3,103,1.0089,2.0309
53940,寰宇光H,161.0,1,3,41,1.00769,2.4441
53941,寰宇光G1,22.8,2,3,103,0.99316,4.1348
53960,嘉和光H,161.0,1,3,41,1.00819,2.3555
53961,嘉和光G1,22.8,2,3,103,0.9923,4.205
53980,孝智光H,161.0,1,3,21,1.0064,-10.7547
53981,孝智光共同H,22.8,2,3,21,0.97713,-7.3529
53982,孝智光G1,22.8,2,3,103,0.97713,-7.3529
53983,孝智光G2,22.8,2,3,103,0.97713,-7.3529
60000,安南儲ESSH,161.0,1,1,1,1.00897,-32.1241
60001,安南儲ESS,22.8,2,1,102,1.00897,-32.1241
60020,壽豐儲ESSH,161.0,1,1,1,1.00897,-32.1241
60021,壽豐儲ESS1,22.8,2,1,102,1.00897,-32.1241
60040,富威儲ESSH,161.0,1,1,1,0.9969,-32.0029
60041,富威儲ESS,22.8,2,1,102,0.9969,-32.0029
60060,台蓮儲ESSH,161.0,1,1,1,1.00893,-32.1237
60061,台蓮儲ESS1,22.8,2,1,102,1.00893,-32.1237
60062,台蓮儲ESS2,22.8,2,1,102,1.00893,-32.1237
60080,雲利儲ESSH1,161.0,1,1,1,1.01756,-32.2891
60081,森永儲ESS,22.8,2,1,102,1.01756,-32.2891
60082,暴風儲ESS,22.8,2,1,102,1.01756,-32.2891
60085,雲利儲ESSH2,161.0,1,1,1,1.01756,-32.2892
60086,神合興儲ESS,22.8,2,1,102,1.01756,-32.2892
60120,匯旭儲ESSH,161.0,1,1,1,1.00897,-32.1241
60121,匯旭儲ESS,22.8,2,1,1,1.00897,-32.1241
60180,冬山儲ESS,23.9,2,1,1,0.99952,-38.7572
60200,龍潭儲ESS,23.9,2,1,7,0.98851,-38.6316
62500,智璞儲ESSH,161.0,1,2,15,1.00658,-14.9828
62501,智璞儲ESS1,22.8,1,2,103,1.00658,-14.9828
62520,星崙光ESS,33.0,2,2,104,0.94185,4.7451
65000,路園ESS,23.9,2,3,103,1.00321,-13.5215
65020,南鹽光ESS,23.9,2,3,103,0.96191,-6.753
65040,匯聚儲ESSH,161.0,1,3,41,1.00251,1.6359
65041,匯聚儲ESS,22.8,2,3,41,1.00251,1.6359
65060,寶興光ESS,22.8,2,3,103,0.97242,-7.3266
65080,三陸儲ESSH,161.0,1,3,33,1.00542,-13.0281
65081,三陸儲ESS,23.9,2,3,33,1.00542,-13.0281
65100,星德儲ESSH,161.0,1,3,41,1.00956,0.5913
65101,星德儲ESS,22.8,1,3,41,1.00956,0.5913
65120,旭昇一儲ESSH,161.0,1,3,40,1.00612,-9.4697
65121,旭昇一儲ESS,22.8,2,3,103,1.00612,-9.4697
65140,台創儲ESSH,161.0,1,3,40,1.00737,-11.2892
65141,台創儲ESS,22.8,2,3,103,1.05597,-11.2892
65200,昊升儲ESSH,161.0,1,3,23,1.00834,-10.3056
65201,昊升儲ESS,22.8,2,3,23,1.00834,-10.3056
67500,昊儒儲ESSH,161.0,1,4,37,1.00465,-11.8094
67501,昊儒儲ESS,22.8,2,4,37,1.00465,-11.8094
67520,聚旺儲ESSH,161.0,1,4,37,1.00457,-11.8091
67521,聚旺儲ESS,22.8,2,4,37,1.00457,-11.8091
70000,榮鼎H,161.0,1,1,8,1.00375,-25.7214
70001,榮鼎G,11.0,1,1,8,1.0,-20.8279
70002,榮鼎STG,11.0,2,1,102,1.0,-20.8279
70003,榮鼎BG,0.38,2,1,102,1.0,-20.8279
90530,B中火#9,345.0,1,2,15,1.00077,-14.3757
90540,B中火#10,345.0,1,2,15,1.00098,-14.3472
91851,B大潭甲GT1,161.0,1,1,8,1.00347,-25.6106
91852,B大潭甲GT23,161.0,1,1,8,1.00348,-25.5512
91853,B大潭甲ST1,161.0,1,1,8,1.00348,-25.564
91861,B大潭乙GT1,161.0,1,1,8,1.00347,-25.6106
91862,B大潭乙GT23,161.0,1,1,8,1.00352,-25.5678
91863,B大潭乙ST2,161.0,1,1,8,1.0037,-25.5471
95200,南科STATCOM,29.9,1,3,21,1.00739,-12.2861
