from_bus,to_bus,ckt,r_pu,x_pu,b_pu,rate_a_mva,rate_b_mva,rate_c_mva,status
4107,8026,W,1.7e-05,9.9e-05,0.00297,154.49,182.1,301.17,0
4108,24108,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4109,7515,R,0.00015509,0.00082404,0.09375,473.5,557.72,1172.89,1
4109,7516,W,0.000155,0.000824,0.09375,473.5,557.72,1172.89,1
4110,24110,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4111,4113,1,0.0001,0.0005,0.0444,538.2,557.72,1266.58,1
4111,4113,2,0.0001,0.0005,0.0455,538.2,557.72,1266.58,1
4112,24112,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4113,4143,1,0.0004,0.0021,0.2344,537.64,557.72,1266.58,1
4113,4143,2,0.0004,0.0021,0.2344,537.64,557.72,1266.58,1
4113,8028,1,1.7e-05,9.9e-05,0.00297,153.37,184.05,230.06,1
4113,8028,2,1.7e-05,9.9e-05,0.00297,153.37,184.05,230.06,0
4114,24114,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4115,4147,1,0.0001,0.0016,0.1037,196.32,301.73,506.97,1
4115,7512,O,0.001,0.0055,0.0351,370.33,407.36,455.5,1
4115,7518,M,0.0041,0.0228,0.0531,370.33,407.36,455.5,1
4116,24116,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4117,7511,M,0.003651,0.021192,0.02633,370.33,407.36,455.5,1
4117,7512,O,0.0037,0.0213,0.0254,370.33,407.36,455.5,1
4117,8002,1,0.000412,0.001486,0.01007,249.86,274.84,307.33,1
4117,8002,2,0.000421,0.001485,0.01017,249.86,274.84,307.33,0
4118,24118,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4127,7519,O,0.0022068,0.0199,0.025,412.15,501.95,626.31,1
4128,24128,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4139,7518,M,0.0003,0.003,0.0898,342.44,425.26,725.32,1
4139,7519,O,0.0004,0.0029,0.0756,342.44,425.26,725.32,1
4140,24140,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4141,7575,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4141,7576,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4143,8029,1,0.0002,0.0017,0.0506,283.6,0.0,0.0,0
4143,8029,2,0.0002,0.0017,0.0506,283.6,0.0,0.0,0
4144,24144,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4148,24148,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4162,24162,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4203,8025,1,0.0002,0.0008,0.0178,270.22,381.2,565.81,1
4203,8025,2,0.0002,0.0009,0.018,270.22,381.2,565.81,0
4204,24204,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4207,4213,1,0.00049,0.003899,0.08361,270.22,337.42,427.21,1
4207,7530,1,0.0014,0.0049,0.0822,370.33,407.36,455.5,1
4207,7590,1,0.0017,0.0091,0.2812,370.33,407.36,455.5,1
4208,24208,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4213,7530,1,0.0004,0.0026,0.0819,370.33,407.36,455.5,1
4214,24214,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4255,7517,2,-0.0,1e-06,0.0,248.46,316.51,414.94,1
4256,24256,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4257,4259,1,0.0001,0.0013,0.0346,268.82,346.07,568.87,1
4257,7517,2,0.000211,0.002731,0.13578,248.5,316.5,414.9,1
4258,24258,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4259,4263,1,0.0005,0.0044,0.2042,255.99,346.07,510.87,1
4259,8081,1,0.0001,0.0006,0.0191,166.2,197.99,247.63,1
4259,8081,2,0.0001,0.0006,0.0191,166.2,197.99,247.63,0
4260,24260,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4263,4265,1,5.7e-05,0.00037,0.03295,264.92,353.04,511.43,1
4263,4275,1,0.0001,0.0013,0.0639,263.52,330.45,455.94,1
4264,24264,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4266,24266,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4269,4309,1,0.0001,0.0007,0.1482,511.79,0.0,0.0,1
4269,4425,1,8.9e-05,0.000462,0.05476,538.2,557.72,1266.58,1
4270,24270,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4275,8027,R,-0.0,0.0002,0.0055,153.09,187.12,330.45,1
4275,8027,W,-0.0,0.0002,0.0054,153.09,187.12,330.45,0
4276,24276,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4301,7500,1,-0.0,1e-06,0.0,278.9,389.8,574.5,1
4301,7586,1,0.000132,0.001131,0.06051,278.86,389.85,574.45,1
4302,24302,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4305,7585,1,-0.0,1e-06,0.0,0.0,0.0,0.0,1
4305,7586,1,-0.0,1e-06,0.0,0.0,0.0,0.0,1
4306,24306,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4308,24308,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4309,4425,1,0.0001,0.0007,0.0797,538.0,0.0,0.0,1
4310,24310,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4311,4313,@1,-0.0,0.0001,0.0,557.72,557.72,557.72,1
4311,4313,@2,-0.0,0.0001,0.0,557.72,557.72,557.72,1
4311,4409,1,0.0004,0.0034,0.1444,210.26,279.98,364.2,1
4313,4401,1,0.0002,0.0014,0.0421,269.1,346.07,633.29,1
4313,7574,2,0.0006,0.0041,0.0654,255.99,346.07,510.87,1
4314,24314,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4351,4357,1,0.000153,0.001675,0.11079,307.86,369.21,459.0,0
4351,7500,1,0.000137,0.001027,0.07112,308.14,389.85,560.51,1
4352,24352,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4353,4357,1,0.000128,0.001559,0.087,278.86,389.85,574.45,1
4354,24354,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4358,24358,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4359,7563,R,0.0003,0.0009,0.0153,278.86,389.85,540.56,1
4359,7564,W,0.0002,0.0009,0.0163,278.86,389.85,540.56,1
4360,24360,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4361,7563,R,0.0002,0.0022,0.049,270.77,334.9,580.0,1
4361,7564,W,0.0002,0.0022,0.049,270.77,334.9,580.0,1
4362,24362,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4401,7573,M,0.000589,0.002909,0.10908,499.72,547.12,601.84,1
4402,24402,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4403,7572,O,0.000174,0.001319,0.03948,255.99,269.66,350.81,1
4404,24404,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4410,24410,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4411,4437,M,0.000154,0.001551,0.03528,246.23,296.43,398.77,1
4411,4437,O,0.0001,0.001552,0.03528,246.23,296.43,398.77,1
4411,7571,M,0.000371,0.00176,0.09113,278.86,389.85,455.5,1
4411,7572,1,0.0002,0.0011,0.0905,278.86,0.0,0.0,1
4412,24412,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4425,8143,R,0.0003,0.001,0.0181,153.09,187.12,330.45,1
4425,8143,W,0.0002,0.0014,0.0426,153.09,187.12,330.45,0
4426,24426,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4437,8142,R,0.0004,0.0026,0.0782,155.32,187.12,239.26,1
4437,8142,W,0.0004,0.0026,0.0782,155.32,187.12,239.26,0
4438,24438,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4505,4507,R,7.3e-05,0.000843,0.04656,278.86,389.85,574.45,1
4505,4507,W,7.3e-05,0.000843,0.04632,278.86,389.85,574.45,1
4505,4527,1,0.0001,0.0001,0.0052,557.72,557.72,1306.74,1
4505,4527,2,0.0001,0.0001,0.0052,557.72,557.72,1306.74,1
4506,24506,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4508,24508,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4513,7581,1,0.0004,0.0029,0.149,242.61,365.31,522.3,1
4513,7582,1,0.0004,0.0029,0.149,242.61,365.31,522.3,1
4514,24514,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4527,4617,1,0.0002,0.0013,0.143,557.72,557.72,1306.74,1
4527,7581,1,0.0006,0.003,0.1829,557.72,557.72,638.53,1
4528,24528,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4551,4553,1,-0.0,0.0001,0.0016,411.6,496.37,790.57,1
4551,4553,2,-0.0,0.0001,0.0015,411.6,496.37,790.57,1
4552,24552,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4553,4625,1,0.0007,0.0046,0.0771,249.86,359.45,527.88,1
4553,4625,2,0.0007,0.0046,0.0771,249.86,359.45,527.88,1
4554,24554,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4557,7571,1,0.0002,0.001,0.0897,278.86,0.0,0.0,0
4557,7572,O,0.000329,0.002794,0.09974,198.55,308.7,455.5,0
4557,8180,R,8.3e-05,0.000207,0.00524,147.24,172.06,219.74,1
4557,8180,W,4e-05,0.000197,0.0052,147.24,172.06,219.74,0
4558,24558,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4559,4903,1,0.0034,0.02,0.0509,370.33,407.36,455.5,1
4560,24560,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4563,4583,1,0.000129,0.001372,0.15324,537.64,557.72,1266.58,1
4563,4583,2,0.000131,0.0014,0.15147,537.64,557.72,1266.58,1
4564,24564,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4567,4573,1,0.0002,0.0019,0.0428,269.1,341.6,434.46,1
4567,4575,1,0.0002,0.0017,0.0649,186.28,328.5,472.11,1
4567,4575,2,0.0002,0.002,0.0445,186.28,328.5,434.46,1
4567,7619,2,0.0003,0.0028,0.063,269.1,404.63,527.88,1
4567,8209,R,0.0002,0.0008,0.0112,155.32,187.12,239.26,1
4567,8209,W,0.0002,0.0008,0.0113,155.32,187.12,239.26,0
4568,24568,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4573,4625,1,0.0002,0.002436,0.13593,226.99,337.42,535.69,1
4573,7615,1,4.57e-08,0.0001,0.0,187.7,187.7,187.7,1
4573,7616,2,-0.0,0.0001,0.0,187.7,187.7,187.7,1
4573,7619,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4574,24574,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4576,24576,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4583,4903,R,0.00172,0.011665,0.08196,370.33,407.36,455.5,0
4583,4903,W,0.001739,0.011686,0.08215,370.33,407.36,455.5,0
4584,24584,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4601,4635,R,5.1e-05,0.001188,0.13897,537.64,557.72,1266.58,1
4601,4635,W,0.0004,0.0013,0.1613,537.64,557.72,1153.92,1
4601,8206,R,7e-06,8.6e-05,0.0024,283.6,362.24,653.37,1
4601,8216,R,0.0001,0.0008,0.0229,283.6,362.24,653.37,0
4601,8216,W,0.0001,0.0008,0.0228,283.6,362.24,653.37,1
4601,9610,W,7e-06,7.9e-05,0.00245,246.79,296.15,370.19,1
4602,24602,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4603,8192,1,0.0008,0.0063,0.185,286.67,0.0,0.0,1
4603,8195,1,0.0006,0.0065,0.1859,286.67,0.0,0.0,1
4603,8200,1,0.000943,0.006827,0.1048,198.55,308.7,513.66,1
4603,8200,2,0.000743,0.007129,0.10489,198.55,308.7,513.66,1
4604,24604,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4607,7611,1,0.0003,0.0016,0.015,249.58,274.54,306.98,1
4607,7612,2,0.0003,0.0016,0.015,249.58,274.54,306.98,1
4608,24608,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4611,4639,R,0.0002,0.001,0.096,437.81,557.72,955.37,1
4611,4639,W,0.0002,0.001,0.096,437.81,557.72,955.37,1
4612,24612,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4613,4617,1,0.0005,0.0028,0.0798,370.33,407.36,455.5,1
4613,4627,1,0.0007,0.0036,0.0065,370.33,407.36,455.5,1
4613,7582,1,0.0011,0.0045,0.0697,484.38,557.72,638.53,1
4614,24614,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4617,7584,O,0.00025,0.0022,0.1975,538.2,557.72,1164.52,1
4617,8181,R,0.0001,0.001,0.022,269.1,329.61,572.5,1
4617,8181,W,0.0001,0.0011,0.0217,269.1,329.61,572.5,0
4618,24618,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4626,24626,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4628,24628,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4629,7609,1,0.0002,0.0013,0.1958,453.98,596.76,638.53,1
4629,8193,1,0.0002,0.002,0.0585,342.44,0.0,0.0,1
4630,24630,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4635,8213,1,0.0001,0.0004,0.0131,269.1,346.07,633.29,1
4635,9612,1,2.5e-05,0.000295,0.0081,268.82,346.07,633.29,1
4636,24636,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4637,7604,1,0.000799999,0.0073,0.0462,270.22,406.02,529.0,1
4637,7605,2,0.0008,0.0072,0.0453,270.22,406.02,529.0,1
4638,24638,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4639,4649,R,0.000136,0.001142,0.15012,537.64,557.72,1266.58,1
4639,4649,W,0.000144,0.00116,0.15163,537.64,557.72,1266.58,1
4639,7618,R,0.0006,0.0041,0.123,283.6,362.24,653.37,1
4639,7620,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4639,8190,1,0.0001,0.0007,0.0235,269.1,441.16,568.6,1
4639,8190,2,0.0002,0.0007,0.0233,269.1,441.16,568.6,1
4639,8207,1,0.0005,0.0044,0.1283,283.6,362.2,653.4,1
4639,8208,W,0.0002,0.0044,0.1228,283.6,362.24,653.37,1
4640,24640,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4650,24650,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4651,7617,R,0.0001,0.0007,0.021,342.44,425.26,725.31,1
4651,8204,W,0.0001,0.0007,0.0209,342.44,425.26,725.32,1
4652,24652,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4701,4703,1,0.000188,0.001342,0.16739,490.24,557.72,1266.58,1
4702,24702,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4703,4705,1,0.0002,0.002067,0.53163,557.72,557.72,1203.0,1
4703,4715,1,0.000163,0.001349,0.34698,394.31,557.72,1025.09,1
4703,4715,2,0.000163,0.001347,0.34653,394.31,557.72,1025.09,1
4704,24704,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4705,8244,1,0.000115,0.000181,0.01251,414.39,498.88,800.05,1
4706,24706,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4709,8221,1,8.9e-05,0.000811,0.0215,342.44,425.26,725.32,1
4709,8221,2,8.9e-05,0.000801,0.02144,342.44,425.26,725.32,0
4710,24710,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4711,4713,R,0.0002,0.0022,0.0648,269.1,346.07,633.29,1
4711,4713,W,0.0002,0.0022,0.0649,269.1,346.07,633.29,1
4712,24712,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4713,8220,R,0.0002,0.0016,0.0473,283.6,362.24,653.37,1
4713,8223,1,0.0001,0.0007,0.0207,283.6,0.0,0.0,1
4714,24714,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4715,8282,1,0.0001,0.0008,0.0226,342.44,425.26,725.32,1
4715,8282,2,0.0001,0.0006,0.0182,342.44,425.26,725.32,1
4716,24716,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4751,7629,1,9.8e-05,0.0008,0.04309,185.44,281.09,458.17,1
4751,7635,1,0.000401,0.002999,0.08022,499.72,549.69,614.65,1
4751,8240,1,0.000204,0.002131,0.1076,185.44,281.09,458.17,1
4751,8251,1,0.000135,0.001306,0.03419,414.39,498.88,800.05,1
4752,24752,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4753,4755,R,0.000152,0.0013,0.15,557.72,557.72,1306.74,1
4753,4755,W,0.000133,0.001102,0.28354,397.1,557.72,1027.32,1
4753,4763,R,0.00027,0.002157,0.265,557.72,557.72,1306.74,1
4753,4763,W,0.000275,0.002141,0.27288,557.72,557.72,1306.74,1
4753,7623,1,0.0002,0.0019,0.0522,283.6,362.24,653.37,1
4754,24754,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4755,4759,1,0.0005,0.0029,0.32541,537.64,557.72,1266.58,1
4755,4759,2,0.0005,0.0029,0.32541,537.64,557.72,1266.58,1
4755,8241,R,0.0001,0.0012,0.0338,315.67,396.82,693.52,1
4755,8241,W,0.0001,0.0012,0.0338,315.67,396.82,693.52,1
4756,24756,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4757,8230,1,0.0002,0.0012,0.036,283.6,362.24,653.37,1
4757,8230,2,0.0002,0.0012,0.036,283.6,362.24,653.37,1
4757,40060,1,4e-06,3.4e-05,0.00071,196.04,248.74,433.35,1
4758,24758,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4759,70000,1,0.0004,0.0018,0.0212,154.49,182.1,226.71,1
4760,24760,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4764,24764,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4801,4805,R,0.002044,0.01295,0.04405,439.48,483.43,540.56,1
4801,4805,W,0.001975,0.013,0.04323,439.48,483.43,540.56,1
4801,4823,R,0.000202,0.002,0.26891,537.64,557.72,1266.58,1
4801,4823,W,0.000193,0.002058,0.26291,537.64,557.72,1266.58,1
4802,24802,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4805,7626,1,0.0002,0.0015,0.0432,268.82,346.07,633.29,1
4805,8279,1,2.6e-05,6.7e-05,0.00322,342.44,425.26,725.32,1
4805,8279,2,2.7e-05,7e-05,0.00327,342.44,425.26,725.32,1
4805,8281,1,6e-05,0.000698,0.02086,268.82,346.07,633.29,1
4806,24806,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4811,7501,O,0.0004,0.0024,0.26766,537.64,557.72,1266.58,1
4812,24812,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4813,7501,O,0.003006,0.01009,0.01128,306.75,306.75,343.56,1
4813,7502,M,0.002927,0.010099,0.00965,306.75,306.75,343.56,1
4814,24814,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4815,4821,R,6.6e-05,0.00016,0.03041,557.72,557.72,1306.74,1
4815,4821,W,6.4e-05,0.00016,0.03032,557.72,557.72,1306.74,1
4815,4839,O,0.0004,0.002,0.2317,557.72,557.72,1306.74,1
4815,4997,1,0.0002,0.0015,0.0428,269.1,346.07,633.29,1
4815,4997,2,0.0002,0.0015,0.0428,269.1,346.07,633.29,1
4815,7627,R,0.0019,0.0156,0.2381,499.72,549.69,614.65,1
4815,7628,W,0.0018,0.0156,0.236,499.72,549.69,614.65,1
4815,8270,1,0.000173,0.0019,0.0552,283.6,362.24,653.37,1
4816,24816,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4817,7635,1,0.000764,0.006207,0.09576,490.24,549.69,614.65,1
4817,7636,1,0.0008,0.0062,0.09759,499.72,549.69,614.65,1
4817,8232,1,0.0004,0.0029,0.0833,286.67,0.0,0.0,1
4818,24818,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4819,8278,1,0.0001,0.0001,0.0232,557.72,557.72,1336.3,1
4819,8278,2,0.0003,0.0016,0.0361,295.03,374.51,614.65,1
4820,24820,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4821,8231,R,-0.0,0.0004,0.0113,283.6,356.38,502.23,1
4821,8231,W,-0.0,0.0004,0.0113,283.6,356.38,502.23,1
4821,8252,1,0.000117,0.001439,0.04124,283.6,362.24,653.37,1
4822,24822,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4824,24824,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4839,8242,1,0.0003,0.0029,0.082,283.6,362.24,653.37,1
4840,24840,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4901,4909,R,0.000165,0.001712,0.08897,253.48,322.64,462.07,1
4901,4921,W,0.0003,0.0027,0.1186,253.48,322.64,462.07,1
4902,24902,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4903,8186,1,0.0001,0.0006,0.0158,268.82,346.07,633.29,1
4903,8186,2,0.0001,0.0007,0.0159,268.82,346.07,633.29,0
4904,24904,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4908,24908,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4909,4921,R,8.8e-05,0.000373,0.06015,557.72,557.72,1610.7,1
4910,24910,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4921,8191,1,0.0001,0.001,0.0293,286.67,0.0,0.0,1
4921,8191,2,0.0001,0.001,0.0293,286.67,0.0,0.0,1
4921,8280,1,0.0001,0.0006,0.0187,415.5,500.0,801.16,1
4921,8280,2,0.0002,0.0007,0.0188,283.6,362.24,653.37,1
4922,24922,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4989,4991,1,0.0007,0.0025,0.1532,278.86,389.85,574.45,1
4989,4991,2,0.0002,0.0021,0.1549,278.86,389.85,574.45,1
4989,4993,1,0.000138,0.001383,0.0395,268.82,346.07,633.29,1
4989,4993,2,0.000131,0.001302,0.08507,198.55,308.7,513.66,1
4990,24990,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4992,24992,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4994,24994,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4995,7630,R,0.000982,0.008528,0.17094,439.48,483.43,540.56,1
4995,7639,W,0.000978,0.008526,0.17173,439.48,483.43,540.56,1
4996,24996,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4998,24998,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
4999,7627,R,0.001669,0.009046,0.03311,370.33,407.36,455.5,1
4999,7628,W,0.001665,0.009044,0.03325,370.33,407.36,455.5,1
5000,25000,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5003,8315,1,0.000216,0.000675,0.02576,322.36,397.38,528.44,1
5003,8335,1,0.000127,0.000126,0.00413,322.36,397.38,528.44,1
5004,25004,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5006,25006,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5013,5023,1,0.0015,0.0018,0.1643,435.02,674.84,854.43,1
5013,32100,1,0.0002,0.0021,0.06,393.19,469.32,591.74,1
5013,32130,1,0.0002,0.0009,0.0967,358.61,431.68,566.36,1
5013,32130,2,0.0002,0.0009,0.0967,358.61,431.68,566.36,1
5014,25014,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5017,8304,W,0.0001,0.0006,0.0227,322.36,397.38,528.44,1
5017,8308,1,4.4e-05,0.00037,0.01249,342.44,417.45,550.19,1
5017,8333,1,0.0001,0.0008,0.0225,342.44,417.45,550.19,1
5017,8359,1,0.0001,0.0006,0.0179,295.03,362.8,508.64,1
5018,25018,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5021,5025,1,0.000144,0.001586,0.19613,557.72,557.72,1306.74,1
5021,5079,R,6e-05,0.00059,0.0781,557.72,557.72,1306.74,1
5021,5079,W,0.00011,0.000633,0.076,557.72,557.72,1306.74,1
5022,25022,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5024,15024,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5024,25024,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5026,25026,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5027,7664,1,0.0053,0.0382,0.2367,439.5,0.0,0.0,1
5028,25028,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5055,5097,R,0.0003,0.0029,0.0981,283.6,362.24,653.37,1
5055,5097,W,0.0003,0.0029,0.0986,283.6,362.24,653.37,1
5055,41740,1,1e-06,1e-06,0.0007,283.6,362.24,653.37,1
5056,25056,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5079,8320,1,0.000145,0.001676,0.05652,283.6,362.24,653.37,1
5079,8331,R,0.0001,0.0003,0.0122,283.6,362.24,653.37,1
5079,8331,W,6.5e-05,0.000315,0.01204,283.6,362.24,653.37,1
5079,8332,1,0.000118,0.000421,0.01754,283.6,362.24,653.37,1
5079,8341,R,0.0001,0.0011,0.0303,283.6,356.38,502.23,1
5079,8342,W,0.0001,0.0016,0.045,283.6,356.38,502.23,1
5080,25080,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5092,25092,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5098,25098,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5107,7652,1,0.0005,0.0047,0.0139,499.72,0.0,0.0,1
5107,7653,1,0.0005,0.0047,0.0139,499.72,0.0,0.0,1
5107,8319,1,0.0002,0.0016,0.0474,283.6,356.38,502.23,1
5107,8346,1,0.0002,0.0022,0.0607,283.6,356.38,502.23,1
5108,25108,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5501,5503,R,0.000175,0.001836,0.23234,557.72,557.72,1306.74,1
5501,5503,W,0.000224,0.001785,0.2209,557.72,557.72,1306.74,1
5501,7668,1,0.0039,0.029,0.1148,439.48,483.43,540.57,1
5501,7669,2,0.0039,0.029,0.1106,439.48,483.43,540.57,1
5501,8364,1,0.0004,0.0037,0.0844,264.08,334.91,598.99,1
5501,8364,2,0.0004,0.0037,0.0844,264.08,334.91,598.99,0
5502,25502,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5503,5537,1,0.000228,0.001981,0.23066,557.72,557.72,1306.74,1
5503,5537,2,0.000226,0.001993,0.24595,557.72,557.72,1306.74,1
5503,5643,R,0.000223,0.001703,0.22547,557.72,557.72,1306.74,0
5503,5643,W,0.000212,0.00173,0.2245,557.72,557.72,1306.74,0
5504,25504,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5505,5521,R,0.000315,0.003,0.38686,557.72,557.72,1306.74,1
5505,5521,W,0.000295,0.003115,0.37037,557.72,557.72,1306.74,1
5506,25506,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5521,5523,1,9.7e-05,0.000885,0.10145,557.72,557.72,1306.74,1
5521,5523,2,9.7e-05,0.000885,0.10145,557.72,557.72,1306.74,1
5522,25522,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5523,5537,1,0.000254,0.002387,0.07209,283.6,362.24,653.37,1
5523,5537,2,0.000262,0.002375,0.07201,283.6,362.24,653.37,1
5523,5541,1,0.0007,0.0038,0.4359,567.2,0.0,0.0,1
5523,5541,2,0.0007,0.0038,0.4359,567.2,0.0,0.0,1
5523,7683,1,1.54e-08,2.806e-07,1e-05,283.6,362.24,653.37,1
5524,25524,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5526,25526,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5529,7668,1,0.0006,0.0065,0.1871,283.6,362.24,653.37,1
5529,7669,2,0.0006,0.0066,0.1871,283.6,362.24,653.37,1
5530,25530,1,-0.0,0.0001,0.0,0.0,0.0,0.0,1
5537,5625,1,0.000204,0.001914,0.23799,557.72,557.72,1306.74,0
