bus_i,gen_id,pg_mw,qg_mvar,qt_mvar,qb_mvar,vs_pu,mbase_mva,status,pmax_mw,pmin_mw
26408,1,19.43,0.0,0.0,0.0,1.0,31.854,1,31.854,0.0
26410,1,3.9,0.0,0.0,0.0,1.0,6.06,1,6.06,0.0
26452,1,13.71,0.0,0.0,0.0,1.0,19.844,1,19.844,0.0
26456,1,14.78,0.0,0.0,0.0,1.0,22.784,1,22.784,0.0
26458,1,41.02,0.0,0.0,0.0,1.0,61.257,1,61.257,0.0
26512,1,35.26,0.0,0.0,0.0,1.0,54.565,1,54.565,0.0
26514,1,25.95,0.0,0.0,0.0,1.0,35.785,1,35.785,0.0
26516,1,0.0,0.0,0.0,0.0,1.0,100.0,0,0.0,0.0
26522,1,44.1,0.0,0.0,0.0,1.0,70.139,1,70.139,0.0
27002,1,7.04,0.0,0.0,0.0,1.0,10.861,1,10.861,0.0
27004,1,1.68,0.0,0.0,0.0,1.0,2.61,1,2.61,0.0
27006,1,1.05,0.0,0.0,0.0,1.0,0.931,1,0.931,0.0
27012,1,6.06,0.0,0.0,0.0,1.0,9.288,1,9.288,0.0
27014,1,4.36,0.0,0.0,0.0,1.0,6.714,1,6.714,0.0
27020,1,7.31,0.0,0.0,0.0,1.0,10.275,1,10.275,0.0
27022,1,2.65,0.0,0.0,0.0,1.0,5.278,1,5.278,0.0
27024,1,4.15,0.0,0.0,0.0,1.0,6.289,1,6.289,0.0
27030,1,7.77,0.0,0.0,0.0,1.0,8.557,1,8.557,0.0
27032,1,3.64,0.0,0.0,0.0,1.0,5.588,1,5.588,0.0
32121,1,2.55,-0.518,-0.518,-0.518,1.0,36.0,1,36.0,0.0
32122,2,2.12,-0.43,-0.43,-0.43,1.0,30.0,1,30.0,0.0
32123,3,2.55,-0.518,-0.518,-0.518,1.0,36.0,1,36.0,0.0
32124,4,1.27,-0.258,-0.258,-0.258,1.0,18.0,1,18.0,0.0
32125,5,0.57,-0.116,-0.116,-0.116,1.0,8.0,1,8.0,0.0
32151,1,6.79,-1.379,-1.379,-1.379,1.0,96.0,1,96.0,0.0
32152,2,6.79,-1.379,-1.379,-1.379,1.0,96.0,1,96.0,0.0
32153,3,6.23,-1.265,-1.265,-1.265,1.0,88.0,1,88.0,0.0
32154,4,6.79,-1.379,-1.379,-1.379,1.0,96.0,1,96.0,0.0
32164,1,1.84,-0.374,-0.374,-0.374,1.0,26.0,1,26.0,0.0
32165,2,2.21,-0.449,-0.449,-0.449,1.0,31.2,1,31.2,0.0
32174,1,1.84,-0.374,-0.374,-0.374,1.0,26.0,1,26.0,0.0
32175,2,1.84,-0.374,-0.374,-0.374,1.0,26.0,1,26.0,0.0
32204,1,4.0,-0.812,-0.812,-0.812,1.0,56.483,1,56.483,0.0
32205,2,4.57,-0.928,-0.928,-0.928,1.0,64.552,1,64.552,0.0
32206,3,3.42,-0.694,-0.694,-0.694,1.0,48.414,1,48.414,0.0
32207,4,4.57,-0.928,-0.928,-0.928,1.0,64.552,1,64.552,0.0
32208,5,4.57,-0.928,-0.928,-0.928,1.0,64.552,1,64.552,0.0
32210,1,4.57,-0.928,-0.928,-0.928,1.0,64.552,1,64.552,0.0
32211,2,4.57,-0.928,-0.928,-0.928,1.0,64.552,1,64.552,0.0
32213,4,4.57,-0.928,-0.928,-0.928,1.0,64.552,1,64.552,0.0
32214,5,4.0,-0.812,-0.812,-0.812,1.0,56.483,1,56.483,0.0
32215,6,4.0,-0.812,-0.812,-0.812,1.0,56.483,1,56.483,0.0
32243,1,0.58,-0.118,-0.118,-0.118,1.0,8.188,1,8.188,0.0
32244,2,3.48,-0.707,-0.707,-0.707,1.0,49.128,1,49.128,0.0
32245,3,4.63,-0.94,-0.94,-0.94,1.0,65.5,1,65.504,0.0
32246,4,4.63,-0.94,-0.94,-0.94,1.0,65.504,1,65.504,0.0
32247,5,4.63,-0.94,-0.94,-0.94,1.0,65.504,1,65.504,0.0
32248,6,2.9,-0.589,-0.589,-0.589,1.0,40.94,1,40.94,0.0
32271,1,6.79,-1.379,-1.379,-1.379,1.0,96.0,1,96.0,0.0
32301,1,6.79,-1.379,-1.379,-1.379,1.0,96.0,1,96.0,0.0
32302,1,6.79,-1.379,-1.379,-1.379,1.0,96.0,1,96.0,0.0
32303,1,6.11,-1.241,-1.241,-1.241,1.0,86.4,1,86.4,0.0
32304,1,6.11,-1.241,-1.241,-1.241,1.0,86.4,1,86.4,0.0
32305,1,6.11,-1.241,-1.241,-1.241,1.0,86.4,1,86.4,0.0
32306,1,3.4,-0.69,-0.69,-0.69,1.0,48.0,1,48.0,0.0
32331,1,4.95,-1.005,-1.005,-1.005,1.0,83.5,1,70.0,0.0
32332,2,4.95,-1.005,-1.005,-1.005,1.0,83.5,1,70.0,0.0
32333,3,2.97,-0.603,-0.603,-0.603,1.0,50.1,1,42.0,0.0
32334,4,2.97,-0.603,-0.603,-0.603,1.0,50.1,1,42.0,0.0
32335,5,4.95,-1.005,-1.005,-1.005,1.0,83.5,1,70.0,0.0
32345,1,5.38,-1.092,-1.092,-1.092,1.0,76.0,1,76.0,0.0
32346,2,5.38,-1.092,-1.092,-1.092,1.0,76.0,1,76.0,0.0
32350,3,5.38,-1.092,-1.092,-1.092,1.0,76.0,1,76.0,0.0
32351,4,4.7,-0.954,-0.954,-0.954,1.0,66.5,1,66.5,0.0
32379,1,3.96,-0.804,-0.804,-0.804,1.0,66.8,1,56.0,0.0
32380,2,4.95,-1.005,-1.005,-1.005,1.0,83.5,1,70.0,0.0
32381,3,4.95,-1.005,-1.005,-1.005,1.0,83.5,1,70.0,0.0
32382,4,1.98,-0.402,-0.402,-0.402,1.0,33.4,1,28.0,0.0
32408,1,4.95,-1.005,-1.005,-1.005,1.0,83.5,1,70.0,0.0
32409,2,4.95,-1.005,-1.005,-1.005,1.0,83.5,1,70.0,0.0
32410,3,4.95,-1.005,-1.005,-1.005,1.0,83.5,1,70.0,0.0
32411,4,2.97,-0.603,-0.603,-0.603,1.0,50.1,1,42.0,0.0
32420,1,4.95,-1.005,-1.005,-1.005,1.0,83.5,1,70.0,0.0
32421,2,4.95,-1.005,-1.005,-1.005,1.0,83.5,1,70.0,0.0
32422,3,4.95,-1.005,-1.005,-1.005,1.0,83.5,1,70.0,0.0
32423,4,2.97,-0.603,-0.603,-0.603,1.0,50.1,1,42.0,0.0
32473,1,23.85,-4.843,-4.843,-4.843,1.0,337.08,1,337.08,0.0
32503,1,20.62,-4.187,-4.187,-4.187,1.0,291.44,1,291.438,0.0
32504,1,20.62,-4.187,-4.187,-4.187,1.0,291.44,1,291.438,0.0
37221,1,3.4,-0.69,-0.69,-0.69,1.0,48.0,1,48.0,0.0
37222,2,3.4,-0.69,-0.69,-0.69,1.0,48.0,1,48.0,0.0
37223,3,3.96,-0.804,-0.804,-0.804,1.0,56.0,1,56.0,0.0
37224,4,3.96,-0.804,-0.804,-0.804,1.0,40.0,1,56.0,0.0
37225,5,3.96,-0.804,-0.804,-0.804,1.0,56.0,1,56.0,0.0
37226,6,3.96,-0.804,-0.804,-0.804,1.0,56.0,1,56.0,0.0
37241,1,3.96,-0.804,-0.804,-0.804,1.0,48.0,1,56.0,0.0
37242,2,3.96,-0.804,-0.804,-0.804,1.0,56.0,1,56.0,0.0
37243,3,3.96,-0.804,-0.804,-0.804,1.0,56.0,1,56.0,0.0
37244,4,3.4,-0.69,-0.69,-0.69,1.0,48.0,1,48.0,0.0
37245,5,3.96,-0.804,-0.804,-0.804,1.0,56.0,1,56.0,0.0
37246,6,3.4,-0.69,-0.69,-0.69,1.0,16.0,1,48.0,0.0
40001,1,0.42,-0.085,-0.085,-0.085,1.0,6.0,1,6.0,0.0
40001,2,0.51,-0.104,-0.104,-0.104,1.0,7.2,1,7.2,0.0
40031,1,1.07,-0.217,-0.217,-0.217,1.0,15.1,1,15.1,0.0
40061,1,3.42,-0.694,-0.694,-0.694,1.0,30.0,1,48.3,0.0
40091,1,0.3,-0.061,-0.061,-0.061,1.0,4.2,1,4.2,0.0
41500,1,1.06,-0.215,-0.215,-0.215,1.0,15.0,1,15.0,0.0
41531,1,3.25,-0.66,-0.66,-0.66,1.0,46.0,1,46.0,0.0
41561,1,1.78,-0.361,-0.361,-0.361,1.0,25.2,1,25.2,0.0
41591,1,3.9,-0.792,-0.792,-0.792,1.0,55.2,1,55.2,0.0
41621,1,3.09,-0.627,-0.627,-0.627,1.0,43.7,1,43.7,0.0
41651,1,2.28,-0.463,-0.463,-0.463,1.0,32.2,1,32.2,0.0
41681,1,2.97,-0.603,-0.603,-0.603,1.0,42.0,1,42.0,0.0
41711,1,0.81,-0.164,-0.164,-0.164,1.0,11.5,1,11.5,0.0
41741,1,0.85,-0.173,-0.173,-0.173,1.0,12.0,1,12.0,0.0
45401,1,1.98,-0.402,-0.402,-0.402,1.0,28.0,1,28.0,0.0
45441,1,0.51,-0.104,-0.104,-0.104,1.0,7.2,1,7.2,0.0
45442,2,0.3,-0.061,-0.061,-0.061,1.0,4.2,1,4.2,0.0
45443,1,1.02,-0.207,-0.207,-0.207,1.0,14.4,1,14.4,0.0
45445,1,0.25,-0.051,-0.051,-0.051,1.0,3.6,1,3.6,0.0
45446,2,0.89,-0.181,-0.181,-0.181,1.0,12.6,1,12.6,0.0
45447,1,0.51,-0.104,-0.104,-0.104,1.0,7.2,1,7.2,0.0
50501,1,64.23,-31.108,-31.108,-31.108,1.0,100.0,1,100.0,0.0
50523,1,56.55,-27.388,-27.388,-27.388,1.0,88.039,1,88.039,0.0
50524,1,59.73,-28.929,-28.929,-28.929,1.0,92.98,1,92.98,0.0
50525,1,43.21,-20.928,-20.928,-20.928,1.0,67.267,1,67.267,0.0
50531,1,60.35,-29.229,-29.229,-29.229,1.0,93.96,1,93.96,0.0
50532,1,63.15,-30.585,-30.585,-30.585,1.0,98.313,1,98.313,0.0
50542,1,8.52,-4.126,-4.126,-4.126,1.0,13.264,1,13.264,0.0
50543,1,21.92,-10.616,-10.616,-10.616,1.0,34.117,1,34.117,0.0
50561,1,95.77,-46.384,-46.384,-46.384,1.0,149.092,1,149.092,0.0
53501,1,96.35,-46.664,-46.664,-46.664,1.0,150.0,1,150.0,0.0
53521,1,43.58,-21.107,-21.107,-21.107,1.0,67.853,1,67.853,0.0
53531,1,27.18,-13.164,-13.164,-13.164,1.0,40.301,1,42.314,0.0
53532,1,12.53,-6.069,-6.069,-6.069,1.0,19.507,1,19.507,0.0
53533,1,4.71,-2.281,-2.281,-2.281,1.0,7.333,1,7.333,0.0
53534,1,25.14,-12.176,-12.176,-12.176,1.0,39.138,1,39.138,0.0
53535,1,12.65,-6.127,-6.127,-6.127,1.0,19.7,1,19.7,0.0
53541,1,12.57,-6.088,-6.088,-6.088,1.0,19.567,1,19.567,0.0
53542,1,30.68,-14.859,-14.859,-14.859,1.0,47.765,1,47.765,0.0
53543,2,29.44,-14.258,-14.258,-14.258,1.0,45.83,1,45.83,0.0
53544,3,14.72,-7.129,-7.129,-7.129,1.0,22.92,1,22.92,0.0
53545,5,33.7,-16.322,-16.322,-16.322,1.0,52.464,1,52.464,0.0
53546,6,28.61,-13.856,-13.856,-13.856,1.0,44.544,1,44.544,0.0
53561,1,49.79,-24.114,-24.114,-24.114,1.0,77.52,1,77.52,0.0
53581,1,77.08,-37.332,-37.332,-37.332,1.0,119.994,1,119.994,0.0
53601,1,86.04,-41.671,-41.671,-41.671,1.0,133.944,1,133.944,0.0
53602,2,88.66,-42.94,-42.94,-42.94,1.0,138.024,1,138.024,0.0
53621,1,42.78,-20.719,-20.719,-20.719,1.0,66.6,1,66.6,0.0
53622,1,32.12,-15.556,-15.556,-15.556,1.0,50.007,1,50.007,0.0
53623,1,34.94,-16.922,-16.922,-16.922,1.0,54.4,1,54.4,0.0
53641,1,4.36,-2.112,-2.112,-2.112,1.0,6.795,1,6.795,0.0
53661,1,1.81,-0.877,-0.877,-0.877,1.0,0.49,1,2.814,0.0
53661,2,20.59,-9.972,-9.972,-9.972,1.0,32.05,1,32.05,0.0
53661,3,9.55,-4.625,-4.625,-4.625,1.0,14.873,1,14.873,0.0
53661,4,3.94,-1.908,-1.908,-1.908,1.0,6.127,1,6.127,0.0
53661,5,0.08,-0.039,-0.039,-0.039,1.0,0.126,1,0.126,0.0
53661,6,4.12,-1.995,-1.995,-1.995,1.0,6.41,1,6.41,0.0
53681,1,37.55,-18.186,-18.186,-18.186,1.0,58.464,1,58.464,0.0
53682,1,17.5,-8.476,-8.476,-8.476,1.0,27.248,1,27.248,0.0
53701,1,1.75,-0.848,-0.848,-0.848,1.0,2.731,1,2.731,0.0
53721,1,24.98,-12.098,-12.098,-12.098,1.0,38.882,1,38.882,0.0
53722,2,9.83,-4.761,-4.761,-4.761,1.0,15.3,1,15.3,0.0
53741,1,28.26,-13.687,-13.687,-13.687,1.0,44.0,1,44.0,0.0
53801,1,5.69,-2.756,-2.756,-2.756,1.0,8.856,1,8.856,0.0
53821,1,15.66,-7.584,-7.584,-7.584,1.0,24.379,1,24.379,0.0
53841,1,4.28,-2.073,-2.073,-2.073,1.0,6.67,1,6.67,0.0
53861,1,2.72,-1.317,-1.317,-1.317,1.0,4.238,1,4.238,0.0
53901,1,0.04,-0.019,-0.019,-0.019,1.0,0.068,1,0.068,0.0
53921,1,0.12,-0.058,-0.058,-0.058,1.0,0.187,1,0.187,0.0
53941,1,36.76,-17.804,-17.804,-17.804,1.0,57.24,1,57.236,0.0
53961,1,38.56,-18.675,-18.675,-18.675,1.0,60.03,1,60.028,0.0
53982,1,53.1,-25.718,-25.718,-25.718,1.0,82.67,1,82.666,0.0
53983,1,11.13,-5.391,-5.391,-5.391,1.0,17.33,1,17.334,0.0
60001,1,0.0,0.0,-0.0,-0.0,1.0,99.0,0,99.0,-99.0
60021,1,0.0,0.0,-0.0,-0.0,1.0,99.0,0,99.0,-99.0
60041,1,0.0,0.0,-0.0,-0.0,1.0,50.0,0,50.0,-50.0
60061,1,0.0,0.0,-0.0,-0.0,1.0,50.0,0,50.0,-50.0
60062,2,0.0,0.0,-0.0,-0.0,1.0,50.0,0,50.0,-50.0
60081,1,0.0,0.0,-0.0,-0.0,1.0,100.0,0,100.0,-100.0
60082,1,0.0,0.0,-0.0,-0.0,1.0,100.0,0,100.0,-100.0
60086,1,0.0,0.0,0.0,0.0,1.0,50.0,0,50.0,-50.0
60121,1,0.0,0.0,0.0,0.0,1.0,40.0,0,40.0,-40.0
60180,1,-42.8,0.0,-0.0,-0.0,1.0,60.0,1,60.0,-60.0
60200,1,-42.8,0.0,-0.0,-0.0,1.0,60.0,1,60.0,-60.0
62501,1,0.0,0.0,0.0,0.0,1.0,100.0,0,100.0,-100.0
62520,1,-13.55,0.0,-0.0,-0.0,1.0,19.58,1,19.58,-19.58
65000,1,-14.4,0.0,-0.0,-0.0,1.0,21.6,1,21.6,-21.6
65020,1,-10.38,0.0,-0.0,-0.0,1.0,15.0,1,15.0,-15.0
65041,1,0.0,0.0,0.0,0.0,1.0,100.0,0,100.0,-100.0
65060,1,-11.07,0.0,-0.0,-0.0,1.0,16.0,1,16.0,-16.0
65081,1,0.0,0.0,0.0,0.0,1.0,169.9,0,169.9,-169.9
65101,1,0.0,0.0,9999.0,-9999.0,1.0,78.0,0,78.0,-78.0
65121,1,0.0,0.0,0.0,0.0,1.0,100.0,0,100.0,-100.0
65141,1,0.0,0.0,0.0,0.0,1.0,64.0,0,64.0,-64.0
65201,1,0.0,0.0,0.0,0.0,1.0,100.0,0,100.0,-100.0
67501,1,0.0,0.0,0.0,0.0,1.0,100.0,0,100.0,-100.0
67521,1,0.0,0.0,0.0,0.0,1.0,100.0,0,100.0,-100.0
70002,1,20.0,-0.939,22.335,-11.168,1.0,37.225,1,29.78,0.0
70003,1,0.0,0.0,0.594,-0.27,1.0,0.99,0,0.8,0.0
